composition,M.m.a/M.m.b,M.m.a-M.m.b,M.m.a*M.m.b,M.m.a+M.m.b,"sqrt(M.m.a,M.m.b)",M.p.a/M.p.b,M.p.a-M.p.b,M.p.a*M.p.b,M.p.a+M.p.b,"sqrt(M.p.a,M.p.b)",M.r.a/M.r.b,M.r.a-M.r.b,M.r.a*M.r.b,M.r.a+M.r.b,"sqrt(M.r.a,M.r.b)",M.x.a/M.x.b,M.x.a-M.x.b,M.x.a*M.x.b,M.x.a+M.x.b,"sqrt(M.x.a,M.x.b)",M.v.a/M.v.b,M.v.a-M.v.b,M.v.a*M.v.b,M.v.a+M.v.b,"sqrt(M.v.a,M.v.b)",M.e.a/M.e.b,M.e.a-M.e.b,M.e.a*M.e.b,M.e.a+M.e.b,"sqrt(M.e.a,M.e.b)",S.m.a/S.m.b,S.m.a-S.m.b,S.m.a*S.m.b,S.m.a+S.m.b,"sqrt(S.m.a,S.m.b)",S.p.a/S.p.b,S.p.a-S.p.b,S.p.a*S.p.b,S.p.a+S.p.b,"sqrt(S.p.a,S.p.b)",S.r.a/S.r.b,S.r.a-S.r.b,S.r.a*S.r.b,S.r.a+S.r.b,"sqrt(S.r.a,S.r.b)",S.x.a/S.x.b,S.x.a-S.x.b,S.x.a*S.x.b,S.x.a+S.x.b,"sqrt(S.x.a,S.x.b)",S.v.a/S.v.b,S.v.a-S.v.b,S.v.a*S.v.b,S.v.a+S.v.b,"sqrt(S.v.a,S.v.b)",S.e.a/S.e.b,S.e.a-S.e.b,S.e.a*S.e.b,S.e.a+S.e.b,"sqrt(S.e.a,S.e.b)",M.m.a,M.p.a,M.r.a,M.x.a,M.v.a,M.e.a,S.m.a,S.p.a,S.r.a,S.x.a,S.v.a,S.e.a,M.m.b,M.p.b,M.r.b,M.x.b,M.v.b,M.e.b,S.m.b,S.p.b,S.r.b,S.x.b,S.v.b,S.e.b
(Sm1/3Eu1/3Gd1/3)2(Ti1/2Sn1/6Hf1/6Zr1/6)2O7,1.727640618391993,64.5205,13583.603186111108,241.86216666666664,177.00311096834488,1.019111309511325,0.21459145449999886,128.48888959402555,22.6716035575,16.031962720777376,1.4839907192575403,0.3476666666666665,0.7657433333333332,1.784333333333333,1.2854410829663792,0.7752442996742669,0.3450000000000004,1.8266500000000003,2.7250000000000005,1.942247409574795,0.6769443166129774,1170.0000000000005,8879119.444444444,6073.333333333334,4373.4584585758785,0.452205882352941,49.666666666666686,3717.333333333334,131.66666666666669,99.50600205236088,0.06213969068842516,44.42813880543235,139.44694809747872,50.3154778383817,47.463179559630454,0.35864399269419217,3.4851868689101635,10.590521959035446,7.382995012010072,5.7730036748035,0.11239467285152188,0.08382467828556008,0.001002419988494511,0.10505358938968096,0.09503376592909844,0.05365624243903562,0.2494271152383528,0.003727432091936757,0.2777113864858147,0.2639483851058764,0.3628471601365391,410.96049471952495,150951.22200105278,879.029815321601,686.1420933175739,0.679431067164754,7.733621692770653,395.4288810898868,40.51573063448864,29.166190472303143,153.19133333333332,11.443097505999999,1.0659999999999998,1.19,2451.6666666666665,41.0,2.9436695164746673,1.9489040715499544,0.010614455552060448,0.014142135623730963,234.03466030103797,16.391054470858993,88.67083333333332,11.2285060515,0.7183333333333334,1.5350000000000004,3621.666666666667,90.66666666666669,47.37180832190703,5.434090940460118,0.09443913383762052,0.2635692508620837,644.995155020563,24.12467616362964
(Sm1/3Eu1/3Gd1/3)2(Ti3/4Sn1/12Hf1/12Zr1/12)2O7,2.243939713901031,84.92241666666666,10458.206369388889,221.46025,167.7147268169516,1.2239210662590727,2.093558698749998,106.98768420749269,20.79263631325,14.776953557485967,1.605018820577164,0.4018333333333332,0.7080016666666665,1.7301666666666664,1.255975063889053,0.7739837398373983,0.3475000000000001,1.829625,2.7275,1.944223816848256,0.6317371698518358,1429.1666666666674,9514509.722222224,6332.5,4590.374364423403,0.3967741935483871,62.33333333333334,4236.666666666667,144.33333333333334,111.17003992883056,0.06213969068842516,44.42813880543235,139.44694809747872,50.3154778383817,47.463179559630454,0.35864399269419217,3.4851868689101635,10.590521959035446,7.382995012010072,5.7730036748035,0.11239467285152188,0.08382467828556008,0.001002419988494511,0.10505358938968096,0.09503376592909844,0.05365624243903562,0.2494271152383528,0.003727432091936757,0.2777113864858147,0.2639483851058764,0.3628471601365391,410.96049471952495,150951.22200105278,879.029815321601,686.1420933175739,0.679431067164754,7.733621692770653,395.4288810898868,40.51573063448864,29.166190472303143,153.19133333333332,11.443097505999999,1.0659999999999998,1.19,2451.6666666666665,41.0,2.9436695164746673,1.9489040715499544,0.010614455552060448,0.014142135623730963,234.03466030103797,16.391054470858993,68.26891666666667,9.349538807250001,0.6641666666666667,1.5375,3880.833333333334,103.33333333333334,47.37180832190703,5.434090940460118,0.09443913383762052,0.2635692508620837,644.995155020563,24.12467616362964
(Sm1/3Eu1/3Gd1/3)2(Ti3/4Sn1/12Hf1/12Zr1/12)2O7,2.243939713901031,84.92241666666666,10458.206369388889,221.46025,167.7147268169516,1.2239210662590727,2.093558698749998,106.98768420749269,20.79263631325,14.776953557485967,1.605018820577164,0.4018333333333332,0.7080016666666665,1.7301666666666664,1.255975063889053,0.7739837398373983,0.3475000000000001,1.829625,2.7275,1.944223816848256,0.6317371698518358,1429.1666666666674,9514509.722222224,6332.5,4590.374364423403,0.3967741935483871,62.33333333333334,4236.666666666667,144.33333333333334,111.17003992883056,0.06213969068842516,44.42813880543235,139.44694809747872,50.3154778383817,47.463179559630454,0.35864399269419217,3.4851868689101635,10.590521959035446,7.382995012010072,5.7730036748035,0.11239467285152188,0.08382467828556008,0.001002419988494511,0.10505358938968096,0.09503376592909844,0.05365624243903562,0.2494271152383528,0.003727432091936757,0.2777113864858147,0.2639483851058764,0.3628471601365391,410.96049471952495,150951.22200105278,879.029815321601,686.1420933175739,0.679431067164754,7.733621692770653,395.4288810898868,40.51573063448864,29.166190472303143,153.19133333333332,11.443097505999999,1.0659999999999998,1.19,2451.6666666666665,41.0,2.9436695164746673,1.9489040715499544,0.010614455552060448,0.014142135623730963,234.03466030103797,16.391054470858993,68.26891666666667,9.349538807250001,0.6641666666666667,1.5375,3880.833333333334,103.33333333333334,47.37180832190703,5.434090940460118,0.09443913383762052,0.2635692508620837,644.995155020563,24.12467616362964
(Sm1/3Eu1/3Gd1/3)2(Ti3/4Sn1/12Hf1/12Zr1/12)2O7,2.243939713901031,84.92241666666666,10458.206369388889,221.46025,167.7147268169516,1.2239210662590727,2.093558698749998,106.98768420749269,20.79263631325,14.776953557485967,1.605018820577164,0.4018333333333332,0.7080016666666665,1.7301666666666664,1.255975063889053,0.7739837398373983,0.3475000000000001,1.829625,2.7275,1.944223816848256,0.6317371698518358,1429.1666666666674,9514509.722222224,6332.5,4590.374364423403,0.3967741935483871,62.33333333333334,4236.666666666667,144.33333333333334,111.17003992883056,0.06213969068842516,44.42813880543235,139.44694809747872,50.3154778383817,47.463179559630454,0.35864399269419217,3.4851868689101635,10.590521959035446,7.382995012010072,5.7730036748035,0.11239467285152188,0.08382467828556008,0.001002419988494511,0.10505358938968096,0.09503376592909844,0.05365624243903562,0.2494271152383528,0.003727432091936757,0.2777113864858147,0.2639483851058764,0.3628471601365391,410.96049471952495,150951.22200105278,879.029815321601,686.1420933175739,0.679431067164754,7.733621692770653,395.4288810898868,40.51573063448864,29.166190472303143,153.19133333333332,11.443097505999999,1.0659999999999998,1.19,2451.6666666666665,41.0,2.9436695164746673,1.9489040715499544,0.010614455552060448,0.014142135623730963,234.03466030103797,16.391054470858993,68.26891666666667,9.349538807250001,0.6641666666666667,1.5375,3880.833333333334,103.33333333333334,47.37180832190703,5.434090940460118,0.09443913383762052,0.2635692508620837,644.995155020563,24.12467616362964
(Sm1/3Eu1/3Gd1/3)2Ti2O7,3.2003537579821866,105.32433333333331,7332.8095526666675,201.0583333333333,160.49558965106934,1.5317566279232229,3.972525943,85.4864788209598,18.913669069,13.66579379361944,1.7475409836065572,0.4559999999999999,0.6502599999999998,1.6759999999999995,1.228192167374471,0.7727272727272727,0.3500000000000001,1.8326,2.73,1.9462014284240985,0.5921900161030595,1688.3333333333335,10149900.0,6591.666666666666,4811.472689774353,0.3534482758620689,75.0,4756.0,157.0,123.03251602726816,0.0,2.943669516474668,0.0,2.943669516474668,2.943669516474668,0.0,1.9489040715499544,0.0,1.9489040715499544,1.9489040715499544,0.0,0.010614455552060448,0.0,0.010614455552060448,0.010614455552060448,0.0,0.014142135623730963,0.0,0.014142135623730963,0.014142135623730963,0.0,234.03466030103803,0.0,234.03466030103803,234.03466030103803,0.0,16.39105447085899,0.0,16.39105447085899,16.39105447085899,153.19133333333332,11.443097505999999,1.0659999999999998,1.19,2451.6666666666665,41.0,2.9436695164746673,1.9489040715499544,0.010614455552060448,0.014142135623730963,234.03466030103797,16.391054470858993,47.867,7.470571562999999,0.61,1.54,4140.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0
(Sm1/3Eu1/3Gd1/3)2Ti2O7,3.2003537579821866,105.32433333333331,7332.8095526666675,201.0583333333333,160.49558965106934,1.5317566279232229,3.972525943,85.4864788209598,18.913669069,13.66579379361944,1.7475409836065572,0.4559999999999999,0.6502599999999998,1.6759999999999995,1.228192167374471,0.7727272727272727,0.3500000000000001,1.8326,2.73,1.9462014284240985,0.5921900161030595,1688.3333333333335,10149900.0,6591.666666666666,4811.472689774353,0.3534482758620689,75.0,4756.0,157.0,123.03251602726816,0.0,2.943669516474668,0.0,2.943669516474668,2.943669516474668,0.0,1.9489040715499544,0.0,1.9489040715499544,1.9489040715499544,0.0,0.010614455552060448,0.0,0.010614455552060448,0.010614455552060448,0.0,0.014142135623730963,0.0,0.014142135623730963,0.014142135623730963,0.0,234.03466030103803,0.0,234.03466030103803,234.03466030103803,0.0,16.39105447085899,0.0,16.39105447085899,16.39105447085899,153.19133333333332,11.443097505999999,1.0659999999999998,1.19,2451.6666666666665,41.0,2.9436695164746673,1.9489040715499544,0.010614455552060448,0.014142135623730963,234.03466030103797,16.391054470858993,47.867,7.470571562999999,0.61,1.54,4140.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0
(Sm1/3Eu1/3Gd1/3)2Ti2O7,3.2003537579821866,105.32433333333331,7332.8095526666675,201.0583333333333,160.49558965106934,1.5317566279232229,3.972525943,85.4864788209598,18.913669069,13.66579379361944,1.7475409836065572,0.4559999999999999,0.6502599999999998,1.6759999999999995,1.228192167374471,0.7727272727272727,0.3500000000000001,1.8326,2.73,1.9462014284240985,0.5921900161030595,1688.3333333333335,10149900.0,6591.666666666666,4811.472689774353,0.3534482758620689,75.0,4756.0,157.0,123.03251602726816,0.0,2.943669516474668,0.0,2.943669516474668,2.943669516474668,0.0,1.9489040715499544,0.0,1.9489040715499544,1.9489040715499544,0.0,0.010614455552060448,0.0,0.010614455552060448,0.010614455552060448,0.0,0.014142135623730963,0.0,0.014142135623730963,0.014142135623730963,0.0,234.03466030103803,0.0,234.03466030103803,234.03466030103803,0.0,16.39105447085899,0.0,16.39105447085899,16.39105447085899,153.19133333333332,11.443097505999999,1.0659999999999998,1.19,2451.6666666666665,41.0,2.9436695164746673,1.9489040715499544,0.010614455552060448,0.014142135623730963,234.03466030103797,16.391054470858993,47.867,7.470571562999999,0.61,1.54,4140.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0
(Sm1/4Eu1/4Gd1/4Yb1/4)2(Ti1/2Hf1/4Zr1/4)2O7,1.731064337470721,66.79150000000001,14449.220066999998,249.5155,182.64595425645211,0.9602052183043904,0.4755411494999997,137.11596203469,23.424132588499997,16.566775891954588,1.4474048442906575,0.32325000000000004,0.7555543749999999,1.76825,1.2710622771917983,0.8178633975481611,0.26,1.66660625,2.595,1.844129198293872,0.5927766732935719,1536.25,8436253.125,6008.75,4385.4954466399795,0.3888888888888889,57.75,3472.875,131.25,101.39434155809684,0.16503243847127902,45.356796344505774,486.98418016762537,63.2864574400201,55.056401398676826,0.2706724502216121,4.550112438471865,10.53520701246114,7.927442920171733,6.463276044519423,0.34159660367891576,0.06988593585575781,0.003848655068115785,0.14240317518545095,0.11216663571074363,0.3825984565407551,0.06592044592439268,0.004361622404564607,0.14762111911623355,0.11431863365173675,0.8970152517910993,48.748531574622795,200991.21741799227,897.9650822847462,635.8921718079778,0.7733186274649018,4.687185166080381,330.6366753872158,36.66764795197515,26.138918408296004,158.1535,11.4742957195,1.04575,1.1675,2236.25,36.75,8.964830547757158,1.6886652408499343,0.036258619664846566,0.040850336595920425,424.6082753550617,15.990231392947384,91.36200000000001,11.949836869,0.7224999999999999,1.4275,3772.5,94.5,54.32162689226293,6.2387776793218,0.10614455552060438,0.1067707825203131,473.3568069296845,20.677416559027765
(Sm1/4Eu1/4Gd1/4Yb1/4)2(Ti1/2Hf1/4Zr1/4)2O7,1.731064337470721,66.79150000000001,14449.220066999998,249.5155,182.64595425645211,0.9602052183043904,0.4755411494999997,137.11596203469,23.424132588499997,16.566775891954588,1.4474048442906575,0.32325000000000004,0.7555543749999999,1.76825,1.2710622771917983,0.8178633975481611,0.26,1.66660625,2.595,1.844129198293872,0.5927766732935719,1536.25,8436253.125,6008.75,4385.4954466399795,0.3888888888888889,57.75,3472.875,131.25,101.39434155809684,0.16503243847127902,45.356796344505774,486.98418016762537,63.2864574400201,55.056401398676826,0.2706724502216121,4.550112438471865,10.53520701246114,7.927442920171733,6.463276044519423,0.34159660367891576,0.06988593585575781,0.003848655068115785,0.14240317518545095,0.11216663571074363,0.3825984565407551,0.06592044592439268,0.004361622404564607,0.14762111911623355,0.11431863365173675,0.8970152517910993,48.748531574622795,200991.21741799227,897.9650822847462,635.8921718079778,0.7733186274649018,4.687185166080381,330.6366753872158,36.66764795197515,26.138918408296004,158.1535,11.4742957195,1.04575,1.1675,2236.25,36.75,8.964830547757158,1.6886652408499343,0.036258619664846566,0.040850336595920425,424.6082753550617,15.990231392947384,91.36200000000001,11.949836869,0.7224999999999999,1.4275,3772.5,94.5,54.32162689226293,6.2387776793218,0.10614455552060438,0.1067707825203131,473.3568069296845,20.677416559027765
(Sm1/4Eu1/4Gd1/4Yb1/4)2(Ti1/2Hf1/4Zr1/4)2O7,1.731064337470721,66.79150000000001,14449.220066999998,249.5155,182.64595425645211,0.9602052183043904,0.4755411494999997,137.11596203469,23.424132588499997,16.566775891954588,1.4474048442906575,0.32325000000000004,0.7555543749999999,1.76825,1.2710622771917983,0.8178633975481611,0.26,1.66660625,2.595,1.844129198293872,0.5927766732935719,1536.25,8436253.125,6008.75,4385.4954466399795,0.3888888888888889,57.75,3472.875,131.25,101.39434155809684,0.16503243847127902,45.356796344505774,486.98418016762537,63.2864574400201,55.056401398676826,0.2706724502216121,4.550112438471865,10.53520701246114,7.927442920171733,6.463276044519423,0.34159660367891576,0.06988593585575781,0.003848655068115785,0.14240317518545095,0.11216663571074363,0.3825984565407551,0.06592044592439268,0.004361622404564607,0.14762111911623355,0.11431863365173675,0.8970152517910993,48.748531574622795,200991.21741799227,897.9650822847462,635.8921718079778,0.7733186274649018,4.687185166080381,330.6366753872158,36.66764795197515,26.138918408296004,158.1535,11.4742957195,1.04575,1.1675,2236.25,36.75,8.964830547757158,1.6886652408499343,0.036258619664846566,0.040850336595920425,424.6082753550617,15.990231392947384,91.36200000000001,11.949836869,0.7224999999999999,1.4275,3772.5,94.5,54.32162689226293,6.2387776793218,0.10614455552060438,0.1067707825203131,473.3568069296845,20.677416559027765
(Sm3/4Yb1/4)2(Ti1/2Zr1/2)2O7,2.2435671610672148,86.48450000000004,10851.184365,225.5755,170.8272152505273,1.342183728045233,3.1267827710000002,112.06982215271341,21.402244254000003,15.294326229110231,1.4558620689655175,0.3305000000000001,0.7652375,1.7805,1.2805097617745833,0.8031358885017422,0.2825,1.6538375,2.5875000000000004,1.8405111382439392,0.5025188916876574,1975.0,7920150.0,5965.0,4443.0760740730075,0.4728260869565217,48.5,4002.0,135.5,101.7656621852381,0.5230989228959565,10.338500000000009,245.83418999999984,33.01849999999999,24.46534206280386,0.2785669424906687,1.2027437435000006,0.7742544550973209,2.1315746135000007,1.7306361323868853,0.4086956521739129,0.06800000000000002,0.0054049999999999975,0.16199999999999998,0.12423365083583432,0.33333333333333265,0.07000000000000005,0.0036749999999999908,0.1399999999999999,0.11067971810589322,1.5882352941176472,100.0,45900.0,440.0,319.0611226708764,0.5416666666666666,11.0,312.0,37.0,27.29468812791236,156.03,12.2645135125,1.0555,1.1525,1995.0,43.5,11.339999999999991,0.4644154350000002,0.04699999999999999,0.03499999999999992,270.0,13.0,69.54549999999999,9.1377307415,0.725,1.435,3970.0,92.0,21.6785,1.6671591785000008,0.115,0.10499999999999997,170.0,24.0
(Sm3/4Yb1/4)2(Ti1/2Zr1/2)2O7,2.2435671610672148,86.48450000000004,10851.184365,225.5755,170.8272152505273,1.342183728045233,3.1267827710000002,112.06982215271341,21.402244254000003,15.294326229110231,1.4558620689655175,0.3305000000000001,0.7652375,1.7805,1.2805097617745833,0.8031358885017422,0.2825,1.6538375,2.5875000000000004,1.8405111382439392,0.5025188916876574,1975.0,7920150.0,5965.0,4443.0760740730075,0.4728260869565217,48.5,4002.0,135.5,101.7656621852381,0.5230989228959565,10.338500000000009,245.83418999999984,33.01849999999999,24.46534206280386,0.2785669424906687,1.2027437435000006,0.7742544550973209,2.1315746135000007,1.7306361323868853,0.4086956521739129,0.06800000000000002,0.0054049999999999975,0.16199999999999998,0.12423365083583432,0.33333333333333265,0.07000000000000005,0.0036749999999999908,0.1399999999999999,0.11067971810589322,1.5882352941176472,100.0,45900.0,440.0,319.0611226708764,0.5416666666666666,11.0,312.0,37.0,27.29468812791236,156.03,12.2645135125,1.0555,1.1525,1995.0,43.5,11.339999999999991,0.4644154350000002,0.04699999999999999,0.03499999999999992,270.0,13.0,69.54549999999999,9.1377307415,0.725,1.435,3970.0,92.0,21.6785,1.6671591785000008,0.115,0.10499999999999997,170.0,24.0
(Sm3/4Yb1/4)2(Ti1/2Zr1/2)2O7,2.2435671610672148,86.48450000000004,10851.184365,225.5755,170.8272152505273,1.342183728045233,3.1267827710000002,112.06982215271341,21.402244254000003,15.294326229110231,1.4558620689655175,0.3305000000000001,0.7652375,1.7805,1.2805097617745833,0.8031358885017422,0.2825,1.6538375,2.5875000000000004,1.8405111382439392,0.5025188916876574,1975.0,7920150.0,5965.0,4443.0760740730075,0.4728260869565217,48.5,4002.0,135.5,101.7656621852381,0.5230989228959565,10.338500000000009,245.83418999999984,33.01849999999999,24.46534206280386,0.2785669424906687,1.2027437435000006,0.7742544550973209,2.1315746135000007,1.7306361323868853,0.4086956521739129,0.06800000000000002,0.0054049999999999975,0.16199999999999998,0.12423365083583432,0.33333333333333265,0.07000000000000005,0.0036749999999999908,0.1399999999999999,0.11067971810589322,1.5882352941176472,100.0,45900.0,440.0,319.0611226708764,0.5416666666666666,11.0,312.0,37.0,27.29468812791236,156.03,12.2645135125,1.0555,1.1525,1995.0,43.5,11.339999999999991,0.4644154350000002,0.04699999999999999,0.03499999999999992,270.0,13.0,69.54549999999999,9.1377307415,0.725,1.435,3970.0,92.0,21.6785,1.6671591785000008,0.115,0.10499999999999997,170.0,24.0
(La1/5Ce1/5Nd1/5Sm1/5Eu1/5)2Zr2O7,1.5907819652722974,53.89349400000007,13238.198272656004,236.34149400000004,171.40859150240996,1.0067337620409555,0.07275755759999925,117.53178358403368,21.6825373976,15.331955544882565,1.3021428571428573,0.2538000000000001,0.918792,1.9338,1.3791295950707458,0.8616541353383458,0.18400000000000016,1.5241799999999999,2.476,1.75562410555335,0.6094736842105263,1484.0,8800800.0,6116.0,4450.1523569424,0.5294117647058825,32.0,2448.0000000000005,104.0,76.94153624668537,0.0,5.2674317787840375,0.0,5.2674317787840375,5.2674317787840375,0.0,1.2926427259457915,0.0,1.2926427259457915,1.2926427259457915,0.0,0.03771153669634799,0.0,0.03771153669634799,0.03771153669634799,0.0,0.0355527776692623,0.0,0.0355527776692623,0.0355527776692623,0.0,178.42085079945113,0.0,178.42085079945113,178.42085079945113,0.0,10.488088481701515,0.0,10.488088481701515,10.488088481701515,145.11749400000005,10.8776474776,1.0938,1.146,2316.0,36.00000000000001,5.2674317787840375,1.2926427259457915,0.03771153669634799,0.0355527776692623,178.42085079945113,10.488088481701515,91.224,10.80488992,0.84,1.33,3800.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
(La1/5Ce1/5Nd1/5Sm1/5Eu1/5)2Zr2O7,1.5907819652722974,53.89349400000007,13238.198272656004,236.34149400000004,171.40859150240996,1.0067337620409555,0.07275755759999925,117.53178358403368,21.6825373976,15.331955544882565,1.3021428571428573,0.2538000000000001,0.918792,1.9338,1.3791295950707458,0.8616541353383458,0.18400000000000016,1.5241799999999999,2.476,1.75562410555335,0.6094736842105263,1484.0,8800800.0,6116.0,4450.1523569424,0.5294117647058825,32.0,2448.0000000000005,104.0,76.94153624668537,0.0,5.2674317787840375,0.0,5.2674317787840375,5.2674317787840375,0.0,1.2926427259457915,0.0,1.2926427259457915,1.2926427259457915,0.0,0.03771153669634799,0.0,0.03771153669634799,0.03771153669634799,0.0,0.0355527776692623,0.0,0.0355527776692623,0.0355527776692623,0.0,178.42085079945113,0.0,178.42085079945113,178.42085079945113,0.0,10.488088481701515,0.0,10.488088481701515,10.488088481701515,145.11749400000005,10.8776474776,1.0938,1.146,2316.0,36.00000000000001,5.2674317787840375,1.2926427259457915,0.03771153669634799,0.0355527776692623,178.42085079945113,10.488088481701515,91.224,10.80488992,0.84,1.33,3800.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
(La1/5Ce1/5Nd1/5Sm1/5Eu1/5)2Zr2O7,1.5907819652722974,53.89349400000007,13238.198272656004,236.34149400000004,171.40859150240996,1.0067337620409555,0.07275755759999925,117.53178358403368,21.6825373976,15.331955544882565,1.3021428571428573,0.2538000000000001,0.918792,1.9338,1.3791295950707458,0.8616541353383458,0.18400000000000016,1.5241799999999999,2.476,1.75562410555335,0.6094736842105263,1484.0,8800800.0,6116.0,4450.1523569424,0.5294117647058825,32.0,2448.0000000000005,104.0,76.94153624668537,0.0,5.2674317787840375,0.0,5.2674317787840375,5.2674317787840375,0.0,1.2926427259457915,0.0,1.2926427259457915,1.2926427259457915,0.0,0.03771153669634799,0.0,0.03771153669634799,0.03771153669634799,0.0,0.0355527776692623,0.0,0.0355527776692623,0.0355527776692623,0.0,178.42085079945113,0.0,178.42085079945113,178.42085079945113,0.0,10.488088481701515,0.0,10.488088481701515,10.488088481701515,145.11749400000005,10.8776474776,1.0938,1.146,2316.0,36.00000000000001,5.2674317787840375,1.2926427259457915,0.03771153669634799,0.0355527776692623,178.42085079945113,10.488088481701515,91.224,10.80488992,0.84,1.33,3800.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0
(La1/7Ce1/7Pr1/7Nd1/7Sm1/7Eu1/7Gd1/7)2(Hf1/2Zr1/2)2O7,1.0844769115221522,11.39230285714288,19722.742235405716,281.10630285714285,198.9353388294807,0.6848436985180016,5.177735078142856,184.84985964269922,27.68046927185714,19.91252519960312,1.3084687767322496,0.25757142857142834,0.9122971428571426,1.9275714285714285,1.3751135685937406,0.8756110809342751,0.16357142857142826,1.5141285714285715,2.4664285714285716,1.7478594780765533,0.6939374868890288,1042.1428571428567,8045528.571428573,5767.857142857143,4144.52878836075,0.5322896281800392,34.14285714285714,2836.571428571429,111.85714285714286,82.69750631681954,0.14870078233740222,37.144738764272134,283.10230249851435,50.12126123572789,44.112767118636405,0.2380912498572435,4.285136529744623,7.531246104354298,6.963287980255376,5.781426060001148,7.483969262254307,0.032419846311271566,0.000187099231556358,0.042419846311271575,0.037752415789710524,2.428104530282274,0.021421567954234125,0.0005463235193135126,0.05142156795423415,0.039389473368463504,0.5041479758313819,195.86154954660407,78659.68792909136,594.1384504533959,442.3585903415685,2.2101805263787107,6.050902631893552,55.254513159467756,16.050902631893553,12.129404312644207,146.24930285714288,11.251367096857145,1.0925714285714283,1.1514285714285717,2362.857142857143,38.85714285714286,6.4882612357278715,1.3390757252553758,0.03741984631127157,0.03642156795423414,199.13845045339585,11.050902631893553,134.857,16.429102175,0.835,1.315,3405.0,73.0,43.63300000000001,5.624212255,0.0050000000000000044,0.015000000000000013,395.0,5.0
(La1/7Ce1/7Pr1/7Nd1/7Sm1/7Eu1/7Gd1/7)2(Hf1/2Zr1/2)2O7,1.0844769115221522,11.39230285714288,19722.742235405716,281.10630285714285,198.9353388294807,0.6848436985180016,5.177735078142856,184.84985964269922,27.68046927185714,19.91252519960312,1.3084687767322496,0.25757142857142834,0.9122971428571426,1.9275714285714285,1.3751135685937406,0.8756110809342751,0.16357142857142826,1.5141285714285715,2.4664285714285716,1.7478594780765533,0.6939374868890288,1042.1428571428567,8045528.571428573,5767.857142857143,4144.52878836075,0.5322896281800392,34.14285714285714,2836.571428571429,111.85714285714286,82.69750631681954,0.14870078233740222,37.144738764272134,283.10230249851435,50.12126123572789,44.112767118636405,0.2380912498572435,4.285136529744623,7.531246104354298,6.963287980255376,5.781426060001148,7.483969262254307,0.032419846311271566,0.000187099231556358,0.042419846311271575,0.037752415789710524,2.428104530282274,0.021421567954234125,0.0005463235193135126,0.05142156795423415,0.039389473368463504,0.5041479758313819,195.86154954660407,78659.68792909136,594.1384504533959,442.3585903415685,2.2101805263787107,6.050902631893552,55.254513159467756,16.050902631893553,12.129404312644207,146.24930285714288,11.251367096857145,1.0925714285714283,1.1514285714285717,2362.857142857143,38.85714285714286,6.4882612357278715,1.3390757252553758,0.03741984631127157,0.03642156795423414,199.13845045339585,11.050902631893553,134.857,16.429102175,0.835,1.315,3405.0,73.0,43.63300000000001,5.624212255,0.0050000000000000044,0.015000000000000013,395.0,5.0
(La1/7Ce1/7Pr1/7Nd1/7Sm1/7Eu1/7Gd1/7)2(Hf1/2Zr1/2)2O7,1.0844769115221522,11.39230285714288,19722.742235405716,281.10630285714285,198.9353388294807,0.6848436985180016,5.177735078142856,184.84985964269922,27.68046927185714,19.91252519960312,1.3084687767322496,0.25757142857142834,0.9122971428571426,1.9275714285714285,1.3751135685937406,0.8756110809342751,0.16357142857142826,1.5141285714285715,2.4664285714285716,1.7478594780765533,0.6939374868890288,1042.1428571428567,8045528.571428573,5767.857142857143,4144.52878836075,0.5322896281800392,34.14285714285714,2836.571428571429,111.85714285714286,82.69750631681954,0.14870078233740222,37.144738764272134,283.10230249851435,50.12126123572789,44.112767118636405,0.2380912498572435,4.285136529744623,7.531246104354298,6.963287980255376,5.781426060001148,7.483969262254307,0.032419846311271566,0.000187099231556358,0.042419846311271575,0.037752415789710524,2.428104530282274,0.021421567954234125,0.0005463235193135126,0.05142156795423415,0.039389473368463504,0.5041479758313819,195.86154954660407,78659.68792909136,594.1384504533959,442.3585903415685,2.2101805263787107,6.050902631893552,55.254513159467756,16.050902631893553,12.129404312644207,146.24930285714288,11.251367096857145,1.0925714285714283,1.1514285714285717,2362.857142857143,38.85714285714286,6.4882612357278715,1.3390757252553758,0.03741984631127157,0.03642156795423414,199.13845045339585,11.050902631893553,134.857,16.429102175,0.835,1.315,3405.0,73.0,43.63300000000001,5.624212255,0.0050000000000000044,0.015000000000000013,395.0,5.0
