composition,target,S.r.a-S.r.b,M.e.ao,S.m.a,M.e/S.r,S.r*S.v,S.p*S.x,S.x.ca-S.x.ai,"sqrt(M.r,S.r)"
(La0.2Nd0.2Sm0.2Yb0.2Y0.2)2Zr2O7,1.3,0.435527428,0.417391304,0.48501893,0.850921377,0.175348396,0.025981907,0.082136931,0.467594561
